year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2015,3,94,12.3 B,Butt,Charles,Charles Butt & family,1938-02-03,77,Male,United States,United States,San Antonio,Fashion and Retail,['Fashion and Retail'],,,False,Increased
2015,3,94,12.3 B,Rinehart,Gina,Gina Rinehart,1954-02-09,61,Female,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],Hancock Prospecting,Executive Chairman,False,Decreased
2015,3,96,12.2 B,Alekperov,Vagit,Vagit Alekperov,1950-09-01,64,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2015,3,96,12.2 B,Hamm,Harold,Harold Hamm,1945-12-11,69,Male,United States,United States,Oklahoma City,Energy,['Energy'],Continental Resources,Chairman and CEO,True,Decreased
2015,3,96,12.2 B,Soon-Shiong,Patrick,Patrick Soon-Shiong,1952-01-01,63,Male,United States,United States,Los Angeles,Healthcare,['Healthcare'],,,True,Increased
2015,3,99,12.1 B,Pessina,Stefano,Stefano Pessina,1941-06-04,73,Male,Italy,Monaco,Monte Carlo,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2015,3,100,12.0 B,Kinder,Richard,Richard Kinder,1944-10-19,70,Male,United States,United States,Houston,Energy,['Energy'],Kinder Morgan,Chairman and CEO,True,Increased
2015,3,100,12.0 B,Musk,Elon,Elon Musk,1971-06-28,43,Male,United States,United States,Los Angeles,Automotive,['Automotive'],Space Exploration Technologies Corp.,"Founder, CEO",True,Increased
2015,3,100,12.0 B,Schwarzman,Stephen,Stephen Schwarzman,1947-02-14,68,Male,United States,United States,New York,Investments,['Investments'],Blackstone Group,Chairman and CEO,True,Increased
2015,3,103,11.9 B,Kuehne,Klaus-Michael,Klaus-Michael Kuehne,1937-06-02,77,Male,Germany,Switzerland,Schindellegi,Logistics,['Logistics'],,,False,Increased
2015,3,104,11.8 B,Anschutz,Philip,Philip Anschutz,1939-12-28,75,Male,United States,United States,Denver,Finance and Investments,['Finance and Investments'],,,False,Increased
2015,3,105,11.7 B,Beal,Andrew,Andrew Beal,1952-11-29,62,Male,United States,United States,Dallas,Finance and Investments,['Finance and Investments'],,,True,Increased
2015,3,105,11.7 B,Mikhelson,Leonid,Leonid Mikhelson,1955-08-11,59,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2015,3,107,11.6 B,de Carvalho-Heineken,Charlene,Charlene de Carvalho-Heineken & family,1954-06-30,60,Female,Netherlands,United Kingdom,London,Food and Beverage,['Food and Beverage'],,,False,Increased
2015,3,107,11.6 B,Lisin,Vladimir,Vladimir Lisin,1956-05-07,58,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Decreased
2015,3,109,11.4 B,Cohen,Steve,Steve Cohen,1956-01-01,59,Male,United States,United States,Greenwich,Investments,['Investments'],Point72 Asset Management,Founder,True,Increased
2015,3,110,11.3 B,Kuok,Robert,Robert Kuok,1923-10-06,91,Male,Malaysia,Hong Kong,Hong Kong,Diversified,['Diversified'],,,True,Decreased
2015,3,110,11.3 B,Lee,Kun-Hee,Lee Kun-Hee,1942-01-09,73,Male,South Korea,South Korea,Seoul,Diversified,['Diversified'],Samsung Electronics,Chairman,False,Increased
2015,3,110,11.3 B,Sicupira,Carlos Alberto,Carlos Alberto Sicupira,1948-01-01,67,Male,Brazil,Switzerland,St. Gallen,Food and Beverage,['Food and Beverage'],,,True,Increased
2015,3,113,11.2 B,Paulson,John,John Paulson,1955-12-14,59,Male,United States,United States,New York,Finance and Investments,['Finance and Investments'],Paulson &#38; Co. Inc.,Founder,True,Decreased
2015,3,114,10.9 B,Lau,Joseph,Joseph Lau,1951-07-01,63,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Increased
2015,3,114,10.9 B,Peterffy,Thomas,Thomas Peterffy,1944-09-30,70,Male,United States,United States,Palm Beach,Investments,['Investments'],,,True,Increased
2015,3,116,10.8 B,Al Amoudi,Mohammed,Mohammed Al Amoudi,1946-06-01,68,Male,Saudi Arabia,Saudi Arabia,Jeddah,Energy,['Energy'],,,True,Decreased
2015,3,116,10.8 B,Mateschitz,Dietrich,Dietrich Mateschitz,1944-05-20,70,Male,Austria,Austria,Fuschl am See,Food and Beverage,['Food and Beverage'],,,True,Increased
2015,3,118,10.7 B,Meijer,Hank & Doug,Hank & Doug Meijer,,,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2015,3,118,10.7 B,Timchenko,Gennady,Gennady Timchenko,1952-11-09,62,Male,Russia,Switzerland,Geneva,Energy,['Energy'],,,True,Decreased
2015,3,120,10.5 B,Fredriksen,John,John Fredriksen,1945-02-01,70,Male,Cyprus,United Kingdom,London,Logistics,['Logistics'],,Investor,True,Decreased
2015,3,121,10.4 B,Bailleres Gonzalez,Alberto,Alberto Bailleres Gonzalez & family,1931-08-22,83,Male,Mexico,Mexico,Mexico City,Metals & Mining,['Metals & Mining'],,,False,Decreased
2015,3,121,10.4 B,Landini Aleotti,Massimiliana,Massimiliana Landini Aleotti & family,1943-01-01,72,Female,Italy,Italy,Milan,Healthcare,['Healthcare'],,,False,
2015,3,121,10.4 B,Tepper,David,David Tepper,1957-09-11,57,Male,United States,United States,Livingston,Investments,['Investments'],Appaloosa Management,President and Founder,True,Increased
2015,3,124,10.3 B,Zong,Qinghou,Zong Qinghou,1945-10-01,69,Male,China,China,Hangzhou,Food and Beverage,['Food and Beverage'],Hangzhou Wahaha Group,Chairman,True,Decreased
2015,3,125,9.9 B,Castel,Pierre ,Pierre Castel & family,1926-10-17,88,Male,France,Switzerland,Geneva,Food and Beverage,['Food and Beverage'],,,True,Increased
2015,3,125,9.9 B,He,Xiangjian,He Xiangjian,1942-08-11,72,Male,China,China,Foshan,Manufacturing,['Manufacturing'],Midea Group Co. Ltd.,Founder,True,Increased
2015,3,125,9.9 B,Prokhorov,Mikhail,Mikhail Prokhorov,1965-05-03,49,Male,Russia,Russia,Moscow,Finance and Investments,['Finance and Investments'],Brooklyn Nets,Owner,True,Decreased
2015,3,125,9.9 B,Wang,Wenyin,Wang Wenyin,1968-01-01,47,Male,China,China,Shenzhen,Metals & Mining,['Metals & Mining'],Amer International Group Company Limited,Chairman,True,Increased
2015,3,129,9.7 B,Krishnan,Ananda,Ananda Krishnan,1938-04-01,76,Male,Malaysia,Malaysia,Kuala Lumpur,Telecom,['Telecom'],,,True,Decreased
2015,3,129,9.7 B,Kristiansen,Kjeld Kirk,Kjeld Kirk Kristiansen & family,1947-12-27,67,Male,Denmark,Denmark,Billund,Manufacturing,['Manufacturing'],,,False,Decreased
2015,3,131,9.6 B,Ng,Robert & Philip,Robert & Philip Ng,,,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Decreased
2015,3,131,9.6 B,Weston,Galen,Galen Weston & family,1940-10-29,74,Male,Canada,Canada,Toronto,Fashion & Retail,['Fashion & Retail'],Selfridges Group,Owner,False,Increased
2015,3,133,9.5 B,Khan,German,German Khan,1961-10-24,53,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2015,3,133,9.5 B,Wertheimer,Alain,Alain Wertheimer,1948-08-28,66,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2015,3,133,9.5 B,Wertheimer,Gerard,Gerard Wertheimer,1951-01-09,64,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2015,3,136,9.3 B,Niel,Xavier,Xavier Niel,1967-08-25,47,Male,France,France,Paris,Telecom,['Telecom'],,,True,Increased
2015,3,137,9.1 B,Abramovich,Roman,Roman Abramovich,1966-10-24,48,Male,Russia,Russia,Moscow,Diversified,['Diversified'],,,True,Remained Even
2015,3,137,9.1 B,Lauder,Leonard,Leonard Lauder,1937-03-19,77,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],Est&#233;e Lauder,Chairman Emeritus,False,Increased
2015,3,137,9.1 B,Melnichenko,Andrey,Andrey Melnichenko,1972-03-08,42,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2015,3,137,9.1 B,Plattner,Hasso,Hasso Plattner & family,1944-01-21,71,Male,Germany,Germany,Heidelberg,Technology,['Technology'],,,True,Increased
2015,3,137,9.1 B,Schmidt,Eric,Eric Schmidt,1955-04-27,59,Male,United States,United States,Atherton,Technology,['Technology'],Google,Executive Chairman,True,Decreased
2015,3,142,9.0 B,Birla,Kumar,Kumar Birla,1967-06-14,47,Male,India,India,Mumbai,Diversified,['Diversified'],,,False,Increased
2015,3,142,9.0 B,Hartono,R. Budi,R. Budi Hartono,1941-01-01,74,Male,Indonesia,Indonesia,Kudus,Finance and Investments,['Finance and Investments'],,,False,Increased
2015,3,142,9.0 B,Kaiser,George,George Kaiser,1942-07-29,72,Male,United States,United States,Tulsa,Energy,['Energy'],BOK Financial,Chairman,False,Decreased
2015,3,142,9.0 B,Menard,John,"John Menard, Jr.",1940-01-22,75,Male,United States,United States,Eau Claire,Fashion and Retail,['Fashion and Retail'],Menard,Entrepreneur,True,Increased
2015,3,142,9.0 B,Newhouse,Samuel,"Samuel Newhouse, Jr.",1927-11-07,87,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2015,3,147,8.9 B,Tsai,Eng-Meng,Tsai Eng-Meng,1957-01-01,58,Male,Taiwan,China,Shanghai,Food and Beverage,['Food and Beverage'],,,False,Decreased
2015,3,147,8.9 B,Wei,Jianjun,Wei Jianjun & family,1964-03-01,51,Male,China,China,Baoding,Automotive,['Automotive'],,,True,Increased
2015,3,149,8.8 B,Bertarelli,Ernesto,Ernesto Bertarelli,1965-09-22,49,Male,Switzerland,Switzerland,Gstaad,Healthcare,['Healthcare'],,,False,Decreased
2015,3,149,8.8 B,Perrodo,Carrie,Carrie Perrodo & family,1951-01-01,64,Female,France,United Kingdom,London,Energy,['Energy'],,Philanthropist,False,Decreased
2015,3,151,8.7 B,Hartono,Michael,Michael Hartono,1939-10-02,75,Male,Indonesia,Indonesia,Kudus,Manufacturing,['Manufacturing'],,,False,Increased
2015,3,151,8.7 B,Mikitani,Hiroshi,Hiroshi Mikitani,1965-03-11,49,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2015,3,153,8.6 B,Pan,Sutong,Pan Sutong,1963-04-01,51,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,
2015,3,153,8.6 B,Tschira,Klaus,Klaus Tschira & family,1940-12-07,74,Male,Germany,,,Technology,['Technology'],,,True,Increased
2015,3,153,8.6 B,Woo,Peter,Peter Woo,1946-09-05,68,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Increased
2015,3,156,8.5 B,Kennedy,Jim,Jim Kennedy,1947-11-29,67,Male,United States,United States,Atlanta,Media & Entertainment,['Media & Entertainment'],Cox Enterprises,Chairman,False,Increased
2015,3,156,8.5 B,Ofer,Eyal,Eyal Ofer,1950-06-02,64,Male,Israel,Monaco,Monte Carlo,Diversified,['Diversified'],,,False,Increased
2015,3,156,8.5 B,Parry-Okeden,Blair,Blair Parry-Okeden,1951-01-01,64,Female,United States,Australia,Scone,Media,['Media'],,,False,Increased
2015,3,156,8.5 B,Rybolovlev,Dmitry,Dmitry Rybolovlev,1966-11-22,48,Male,Russia,Monaco,Monaco,Manufacturing,['Manufacturing'],,,True,Decreased
2015,3,160,8.4 B,Kellner,Petr,Petr Kellner,1964-05-20,50,Male,Czech Republic,Czech Republic,Vrane nad Vltavou,Finance and Investments,['Finance and Investments'],,,True,Decreased
2015,3,160,8.4 B,Louis-Dreyfus,Margarita,Margarita Louis-Dreyfus & family,1962-06-01,52,Female,Switzerland,Switzerland,Davos,Food and Beverage,['Food and Beverage'],Louis Dreyfus SAS,Chairman of Louis Dreyfus,False,Increased
2015,3,162,8.3 B,Galitsky,Sergei,Sergei Galitsky,1967-08-14,47,Male,Russia,Russia,Krasnodar,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2015,3,162,8.3 B,Malone,John,John Malone,1941-03-07,73,Male,United States,United States,Elizabeth,Media & Entertainment,['Media & Entertainment'],,,True,Increased
2015,3,162,8.3 B,Newhouse,Donald,Donald Newhouse,1930-01-01,85,Male,United States,United States,Somerset County,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2015,3,165,8.2 B,Marinho,Joao Roberto,Joao Roberto Marinho,1953-09-16,61,Male,Brazil,Brazil,Rio de Janeiro,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2015,3,165,8.2 B,Marinho,Jose Roberto,Jose Roberto Marinho,1955-12-26,59,Male,Brazil,Brazil,Rio de Janeiro,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2015,3,165,8.2 B,Marinho,Roberto Irineu,Roberto Irineu Marinho,1947-10-13,67,Male,Brazil,Brazil,Rio de Janeiro,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2015,3,168,8.0 B,Omidyar,Pierre,Pierre Omidyar,1967-06-21,47,Male,United States,United States,Honolulu,Technology,['Technology'],eBay,Entrepreneur,True,Decreased
2015,3,168,8.0 B,Salinas Pliego,Ricardo,Ricardo Salinas Pliego & family,1955-10-19,59,Male,Mexico,Mexico,Mexico City,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2015,3,170,7.9 B,Aponte,Gianluigi & Rafaela,Gianluigi & Rafaela Aponte,,,,Switzerland,Switzerland,Geneva,Logistics,['Logistics'],,,True,Increased
2015,3,170,7.9 B,Moskovitz,Dustin,Dustin Moskovitz,1984-05-22,30,Male,United States,United States,San Francisco,Technology,['Technology'],Asana,Entrepreneur,True,Increased
2015,3,172,7.7 B,von Finck,August,August von Finck,1930-03-11,84,Male,Germany,Switzerland,Thurgau,Finance and Investments,['Finance and Investments'],,,False,Decreased
2015,3,172,7.7 B,Wexner,Leslie,Leslie Wexner,1937-09-08,77,Male,United States,United States,New Albany,Fashion and Retail,['Fashion and Retail'],L Brands,Chairman and CEO,True,Increased
2015,3,174,7.6 B,Armani,Giorgio,Giorgio Armani,1934-07-11,80,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2015,3,174,7.6 B,Frist,Thomas,"Thomas Frist, Jr. & family",1938-08-12,76,Male,United States,United States,Nashville,Health care,['Health care'],,,True,Increased
2015,3,174,7.6 B,Takizaki,Takemitsu,Takemitsu Takizaki,1945-06-10,69,Male,Japan,Japan,Osaka,Manufacturing,['Manufacturing'],,,True,Increased
2015,3,177,7.5 B,Goodnight,James,James Goodnight,1943-01-06,72,Male,United States,United States,Cary,Technology,['Technology'],SAS Institute,CEO,True,Remained Even
2015,3,177,7.5 B,Pattison,Jim,Jim Pattison,1928-10-01,86,Male,Canada,Canada,Vancouver,Diversified,['Diversified'],Jim Pattison Group,"Founder, Chairman and CEO",True,Increased
2015,3,179,7.4 B,Berlusconi,Silvio,Silvio Berlusconi & family,1936-09-29,78,Male,Italy,Italy,Milan,Diversified,['Diversified'],,,True,Decreased
2015,3,179,7.4 B,Duffield,David,David Duffield,1940-09-21,74,Male,United States,United States,Blackhawk,Technology,['Technology'],Workday,Entrepreneur,True,Decreased
2015,3,179,7.4 B,Johnson,Edward,"Edward Johnson, III.",1930-06-29,84,Male,United States,United States,Boston,Finance and Investments,['Finance and Investments'],,,False,Decreased
2015,3,179,7.4 B,Liu,Qiangdong,Liu Qiangdong,1974-09-01,40,Male,China,China,Beijing,Technology,['Technology'],JD.com,Founder and CEO,True,Increased
2015,3,179,7.4 B,Rupert,Johann,Johann Rupert & family,1950-06-01,64,Male,South Africa,South Africa,Cape Town,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2015,3,184,7.3 B,Kuzmichev,Alexei,Alexei Kuzmichev,1962-10-15,52,Male,Russia,United Kingdom,London,Energy,['Energy'],,,True,Decreased
2015,3,185,7.2 B,Broad,Eli,Eli Broad,1933-06-06,81,Male,United States,United States,Los Angeles,Finance and Investments,['Finance and Investments'],,,True,Increased
2015,3,185,7.2 B,Cadogan,Charles,Charles Cadogan & family,1937-03-24,77,Male,United Kingdom,United Kingdom,London,Real Estate,['Real Estate'],,,False,Increased
2015,3,185,7.2 B,Hopp,Dietmar,Dietmar Hopp & family,1940-04-26,74,Male,Germany,Germany,Walldorf,Technology,['Technology'],,,True,Increased
2015,3,185,7.2 B,Kotak,Uday,Uday Kotak,1959-03-15,55,Male,India,India,Mumbai,Finance and Investments,['Finance and Investments'],,,True,Increased
2015,3,185,7.2 B,Lee,Jay Y.,Jay Y. Lee,1968-06-23,46,Male,South Korea,South Korea,Seoul,Diversified,['Diversified'],Samsung Electronics,Vice Chairman,False,Increased
2015,3,185,7.2 B,Suh,Kyung-Bae,Suh Kyung-Bae,1963-01-14,52,Male,South Korea,South Korea,Seoul,Fashion & Retail,['Fashion & Retail'],Amorepacific,Chairman,False,Increased
2015,3,191,7.1 B,Arison,Micky,Micky Arison,1949-06-29,65,Male,United States,United States,Bal Harbour,Service,['Service'],Carnival,Chairman and CEO,False,Increased
2015,3,191,7.1 B,Besnier,Emmanuel,Emmanuel Besnier,1970-09-18,44,Male,France,France,Laval,Food and Beverage,['Food and Beverage'],,,False,Decreased
2015,3,193,7.0 B,Kwok,Walter,Walter Kwok,1950-10-25,64,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Increased
2015,3,193,7.0 B,Lauren,Ralph,Ralph Lauren,1939-10-14,75,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],Ralph Lauren,Chairman,True,Remained Even
2015,3,195,6.9 B,Geffen,David,David Geffen,1943-02-21,72,Male,United States,United States,Malibu,Media & Entertainment,['Media & Entertainment'],DreamWorks Animation SKG Inc. (Cl A),Entrepreneur,True,Increased
2015,3,195,6.9 B,Hart,Graeme,Graeme Hart,1955-06-06,59,Male,New Zealand,New Zealand,Auckland,Finance and Investments,['Finance and Investments'],,,True,Decreased
2015,3,195,6.9 B,Moore,Gordon,Gordon Moore,1929-01-03,86,Male,United States,United States,Woodside,Technology,['Technology'],Intel,Cofounder and Chairman Emeritus,True,Increased
2015,3,195,6.9 B,Wang,Jing,Wang Jing,1972-12-24,42,Male,China,China,Beijing,Telecom,['Telecom'],,,True,Increased
2015,3,199,6.8 B,Goh,Cheng Liang,Goh Cheng Liang,1927-06-01,87,Male,Singapore,Singapore,Singapore,Manufacturing,['Manufacturing'],,,True,Increased
2015,3,199,6.8 B,O'Brien,Denis,Denis O'Brien,1958-04-17,56,Male,Ireland,Ireland,Dublin,Telecom,['Telecom'],,,True,Increased
2015,3,201,6.7 B,Akhmetov,Rinat,Rinat Akhmetov,1966-09-21,48,Male,Ukraine,Ukraine,Donetsk,Metals & Mining,['Metals & Mining'],,,True,Decreased
2015,3,201,6.7 B,Bollore,Vincent,Vincent Bollore,1952-04-01,62,Male,France,France,Paris,Finance and Investments,['Finance and Investments'],,,False,Decreased
2015,3,201,6.7 B,Decaux,Jean-Claude,Jean-Claude Decaux & family,1938-01-01,77,Male,France,,,Media & Entertainment,['Media & Entertainment'],,,True,Decreased
2015,3,201,6.7 B,Gonda de Rivera,Eva,Eva Gonda de Rivera & family,,,Female,Mexico,Mexico,Monterrey,Food and Beverage,['Food and Beverage'],,,False,Increased
2015,3,201,6.7 B,Oppenheimer,Nicky,Nicky Oppenheimer & family,1945-06-08,69,Male,South Africa,South Africa,Johannesburg,Metals & Mining,['Metals & Mining'],,,False,Remained Even
2015,3,201,6.7 B,Schaeffler,Maria-Elisabeth,Maria-Elisabeth Schaeffler,1941-08-17,73,Female,Germany,Germany,Herzogenaurach,Automotive,['Automotive'],,,False,Increased
2015,3,201,6.7 B,Wuerth,Reinhold,Reinhold Wuerth & family,1935-04-20,79,Male,Germany,Germany,Kuenzelsau,Manufacturing,['Manufacturing'],,,True,Decreased
2015,3,208,6.6 B,Adani,Gautam,Gautam Adani,1962-06-24,52,Male,India,India,Ahmedabad,Diversified,['Diversified'],,,True,Increased
2015,3,208,6.6 B,Ding,William,William Ding,1971-10-01,43,Male,China,China,Guangzhou,Technology,['Technology'],Netease,Founder and CEO,True,Increased
2015,3,208,6.6 B,Graf,Johann,Johann Graf,1947-01-03,68,Male,Austria,Austria,Vienna,Gambling & Casinos,['Gambling & Casinos'],,,True,Decreased
2015,3,208,6.6 B,Johnson,Charles,Charles Johnson,1933-01-06,82,Male,United States,United States,Palm Beach,Finance and Investments,['Finance and Investments'],Franklin Resources,Chairman,False,Decreased
2015,3,208,6.6 B,Koum,Jan,Jan Koum,1976-02-24,39,Male,United States,United States,Santa Clara,Technology,['Technology'],,Entrepreneur,True,Decreased
2015,3,208,6.6 B,Liu,Yongxing,Liu Yongxing,1948-06-01,66,Male,China,China,Shanghai,Service,['Service'],East Hope Group,Chairman,True,Increased
2015,3,208,6.6 B,Mittal,Sunil,Sunil Mittal & family,1957-10-23,57,Male,India,India,Delhi,Telecom,['Telecom'],,,True,Increased
2015,3,208,6.6 B,Poonawalla,Cyrus,Cyrus Poonawalla,1941-05-11,73,Male,India,India,Pune,Healthcare,['Healthcare'],,,False,Increased
2015,3,216,6.5 B,Cook,Carl,Carl Cook,1962-08-01,52,Male,United States,United States,Bloomington,Healthcare,['Healthcare'],,,False,
2015,3,216,6.5 B,Griffin,Ken,Ken Griffin,1968-10-15,46,Male,United States,United States,Chicago,Investments,['Investments'],Citadel LLC,Founder,True,Increased
2015,3,216,6.5 B,Irving,James,James Irving,1928-03-20,86,Male,Canada,Canada,Saint John,Diversified,['Diversified'],,,False,Increased
2015,3,216,6.5 B,Ross,Stephen,Stephen Ross,1940-05-10,74,Male,United States,United States,New York,Real Estate,['Real Estate'],,,True,Increased
2015,3,220,6.4 B,Al Ghurair,Abdulla bin Ahmad,Abdulla bin Ahmad Al Ghurair & family,,,Male,United Arab Emirates,United Arab Emirates,Dubai,Diversified,['Diversified'],,Athlete,False,Increased
2015,3,220,6.4 B,LeFrak,Richard,Richard LeFrak & family,1945-08-29,69,Male,United States,United States,New York,Real Estate,['Real Estate'],,,False,Increased
2015,3,220,6.4 B,Schorling,Melker,Melker Schorling,1947-05-15,67,Male,Sweden,Sweden,Stockholm,Finance and Investments,['Finance and Investments'],,,True,Increased
