Name,Country,Net_Worth_Billions,Source_of_Wealth,Wealth_Type,Generation_of_Wealth,Age_Became_Billionaire,Education_Level,Company_Founded,Philanthropy_Level
Zhang Guiping & family,Germany,71.01,Finance,Self-Made,Second Generation,40,Bachelor’s,No,Low
Zhang Zhixiang,Brazil,42.31,Retail,Self-Made,First Generation,30,Bachelor’s,No,Low
Zhou Furen,USA,40.39,Finance,Self-Made,Multi-Generational,27,Bachelor’s,Yes,Medium
Joao Alves de Queiroz Filho,Saudi Arabia,45.43,Manufacturing,Self-Made,First Generation,36,None,Yes,Low
Chung Mong-Joon,Saudi Arabia,69.46,Tech,Self-Made,Second Generation,44,Bachelor’s,No,High
Mustafa Rahmi Koc,UK,5.78,Finance,Self-Made,Second Generation,50,PhD,No,High
Luo Jye & family,Brazil,28.86,Manufacturing,Self-Made,First Generation,45,Dropout,Yes,Medium
N.R. Narayana Murthy & family,USA,63.42,Finance,Self-Made,First Generation,42,Master’s,Yes,Medium
Isaac Perlmutter,Germany,4.11,Finance,Inherited,Multi-Generational,31,Master’s,No,Medium
Shi Yuzhu,Switzerland,46.04,Energy,Self-Made,Second Generation,39,Bachelor’s,Yes,Low
Shin Chang-Jae,USA,21.59,Manufacturing,Self-Made,First Generation,52,PhD,No,Medium
Tsai Ming-kai,Germany,11.68,Tech,Self-Made,Second Generation,43,Bachelor’s,No,High
Georg von Opel,Japan,62.21,Energy,Self-Made,Second Generation,31,PhD,Yes,Low
William Connor II,Germany,31.82,Media,Self-Made,First Generation,50,Bachelor’s,No,Low
Esther Grether & family,USA,43.78,Energy,Inherited,Second Generation,30,Master’s,No,Medium
Desh Bandhu Gupta,Thailand,63.59,Tech,Inherited,Multi-Generational,27,Dropout,No,Medium
"Michael Heisley, Sr.",India,11.63,Real Estate,Inherited,Second Generation,26,PhD,No,Medium
Martin Naughton,Switzerland,25.68,Finance,Self-Made,First Generation,43,Bachelor’s,Yes,Low
Pankaj Patel,India,67,Finance,Self-Made,Second Generation,55,Bachelor’s,Yes,Medium
J. Christopher Reyes,Germany,16.92,Manufacturing,Self-Made,First Generation,49,Master’s,Yes,Medium
Jude Reyes,Brazil,83.18,Retail,Inherited,Multi-Generational,39,Dropout,No,Medium
Shen Guojun,Germany,75.16,Media,Self-Made,First Generation,51,Bachelor’s,Yes,High
Shin Dong-Bin,UK,25.89,Retail,Self-Made,Second Generation,25,Bachelor’s,No,Low
Shin Dong-Joo,Brazil,87.43,Energy,Inherited,Multi-Generational,33,Master’s,No,Low
Kelcy Warren,Switzerland,89.17,Energy,Self-Made,First Generation,49,Master’s,Yes,Medium
Zhang Zhidong,Germany,89.44,Retail,Self-Made,Multi-Generational,48,None,Yes,Low
Fang Wei,Switzerland,15.18,Media,Inherited,Second Generation,22,None,No,Medium
Jaiprakash Gaur,USA,79.95,Retail,Self-Made,First Generation,53,Dropout,Yes,Medium
Ayman Hariri,Brazil,70.4,Real Estate,Self-Made,First Generation,38,Bachelor’s,Yes,Low
Lee Myung-Hee,Switzerland,59.15,Finance,Inherited,Second Generation,30,Dropout,No,Low
Lui Che Woo,Thailand,84.46,Real Estate,Self-Made,Second Generation,47,Master’s,Yes,High
Jonathan Nelson,India,76.27,Energy,Self-Made,Second Generation,41,Bachelor’s,No,Low
Alexander Nesis,USA,42.87,Real Estate,Self-Made,First Generation,36,Bachelor’s,Yes,Medium
Nandan Nilekani & family,Thailand,83.75,Media,Self-Made,Multi-Generational,38,Master’s,Yes,Low
Thomas Peterffy,USA,57,Real Estate,Inherited,Second Generation,30,Bachelor’s,No,Medium
Megdet Rahimkulov,Thailand,57.3,Retail,Self-Made,Second Generation,28,Dropout,No,Low
Tamir Sapir,Thailand,42.12,Finance,Self-Made,First Generation,36,None,Yes,Low
Shen Wenrong,UK,7.67,Finance,Self-Made,First Generation,47,Master’s,Yes,High
Yoshikazu Tanaka,Brazil,56.25,Energy,Self-Made,First Generation,40,Master’s,Yes,Medium
Romesh T. Wadhwani,Japan,63.12,Real Estate,Inherited,Second Generation,36,Master’s,No,Low
Zhu Gongshan,Thailand,17.04,Media,Self-Made,Second Generation,37,Master’s,Yes,Low
Mehmet Rustu Basaran,Thailand,81.56,Media,Self-Made,First Generation,32,Bachelor’s,No,Medium
Chu Mang Yee & family,UK,59.05,Media,Inherited,Second Generation,33,Bachelor’s,No,High
Chung Eui-Sun,Germany,57.5,Manufacturing,Inherited,Second Generation,32,None,No,Medium
Rama Prasad Goenka,Japan,36.92,Retail,Self-Made,First Generation,38,Dropout,No,Low
Senapathy Gopalakrishnan & family,Saudi Arabia,35.48,Real Estate,Self-Made,Second Generation,40,Master’s,Yes,Medium
Antti Herlin,India,76.87,Manufacturing,Self-Made,First Generation,50,Bachelor’s,No,High
Huang Wei,USA,22.49,Media,Self-Made,First Generation,31,Dropout,Yes,Medium
Lin Xiucheng & family,Switzerland,31.16,Media,Inherited,Second Generation,28,Bachelor’s,No,Medium
Anatoly Lomakin,Thailand,84.07,Tech,Self-Made,First Generation,49,Bachelor’s,Yes,High
Qi Jinxing,Japan,1.33,Energy,Self-Made,Second Generation,47,Dropout,Yes,Medium
Eduard Shifrin,UK,96.69,Media,Self-Made,First Generation,54,PhD,Yes,Low
Alexander Shnaider,Germany,10.29,Finance,Self-Made,First Generation,40,Dropout,No,High
Sun Guangxin,UK,42.97,Real Estate,Self-Made,Second Generation,55,PhD,Yes,Medium
Tong Jinquan,Saudi Arabia,16.68,Energy,Self-Made,First Generation,35,Bachelor’s,No,Medium
Wang Jiufang,USA,72,Media,Self-Made,First Generation,25,Dropout,Yes,Low
Zdenek Bakala,Saudi Arabia,66.96,Tech,Self-Made,First Generation,33,Dropout,No,Medium
Chao Teng-Hsiung,Thailand,42.04,Energy,Self-Made,Second Generation,26,Dropout,Yes,Medium
Chen Jinxia,USA,37.55,Manufacturing,Self-Made,First Generation,50,Bachelor’s,Yes,Medium
Chen Tianqiao,Thailand,16.02,Energy,Inherited,Multi-Generational,35,PhD,No,Medium
Ray Davis,India,80.13,Manufacturing,Inherited,Second Generation,34,Master’s,No,Low
Lloyd Dorfman,USA,90.79,Tech,Self-Made,First Generation,39,Master’s,Yes,Medium
Du Shuanghua,Saudi Arabia,40.6,Tech,Self-Made,First Generation,38,Dropout,No,High
Gao Dekang & family,India,95.92,Media,Inherited,Multi-Generational,21,Dropout,No,Medium
Jayme Garfinkel & family,Brazil,71.14,Manufacturing,Self-Made,First Generation,52,None,Yes,Medium
He Jinming & family,Brazil,58.46,Retail,Self-Made,Multi-Generational,51,Bachelor’s,Yes,Medium
Vladimir Iorich,UK,86.48,Tech,Inherited,Second Generation,35,Master’s,No,Medium
Anand Jain,Thailand,2.63,Media,Inherited,Second Generation,40,Dropout,No,High
Lin Li,Thailand,59.84,Media,Self-Made,First Generation,31,Bachelor’s,No,Medium
Low Tuck Kwong,Thailand,95.97,Energy,Self-Made,First Generation,50,Bachelor’s,No,Medium
Malone Mitchell,Germany,16.27,Real Estate,Self-Made,First Generation,42,Dropout,Yes,Medium
Ural Rakhimov,Japan,49.78,Tech,Inherited,Multi-Generational,22,Bachelor’s,No,Low
Vincent Tan,Saudi Arabia,92.72,Media,Self-Made,Multi-Generational,28,None,No,Medium
Dieter von Holtzbrinck,UK,40.21,Real Estate,Self-Made,First Generation,30,None,No,Medium
Ye Chenghai,Brazil,77.66,Manufacturing,Self-Made,Multi-Generational,36,Master’s,No,Medium
Zhang Cheng Fei,USA,35.4,Media,Inherited,Multi-Generational,27,Dropout,No,High
Chan Laiwa & family,UK,49.42,Tech,Self-Made,First Generation,39,Bachelor’s,No,Low
Chang Yung Fa & family,USA,59.44,Media,Inherited,Multi-Generational,31,Dropout,No,Medium
Chey Tae-Won,Switzerland,74.88,Finance,Inherited,Second Generation,29,Master’s,No,Medium
Vinod Goenka,Japan,13.33,Energy,Self-Made,First Generation,28,Bachelor’s,Yes,Low
Albert Gubay,UK,13.65,Retail,Inherited,Second Generation,39,Bachelor’s,No,Low
He Zhusheng & family,USA,31.28,Energy,Self-Made,First Generation,28,Dropout,Yes,Medium
Michael Hintze,USA,5.05,Tech,Inherited,Second Generation,19,Master’s,No,Medium
Hamilton James,Thailand,26.51,Real Estate,Inherited,Second Generation,38,Bachelor’s,No,Medium
Ke Xiping & wife,Saudi Arabia,84.61,Energy,Self-Made,Second Generation,45,None,Yes,Low
Koo Bon-Moo,Saudi Arabia,11.62,Manufacturing,Self-Made,First Generation,40,Bachelor’s,No,Low
Lei Jufang,USA,35.67,Finance,Inherited,Multi-Generational,38,Dropout,No,Low
William Moncrief Jr,Germany,11.25,Manufacturing,Self-Made,First Generation,36,PhD,Yes,Low
Ioan Niculae,Brazil,17.44,Manufacturing,Self-Made,Second Generation,35,Master’s,Yes,Medium
Walter Shorenstein & family,USA,73.14,Finance,Inherited,Second Generation,25,Master’s,No,Medium
George Steinbrenner III,UK,98.74,Real Estate,Inherited,Second Generation,38,Bachelor’s,No,Low
Hope Hill van Beuren & family,Japan,58.15,Retail,Inherited,Second Generation,24,Dropout,No,High
Wang Wenjing,USA,65.12,Manufacturing,Self-Made,Multi-Generational,42,Bachelor’s,Yes,Low
Allan Wong & family,Saudi Arabia,3.11,Tech,Self-Made,First Generation,30,PhD,Yes,Low
Yao Juhuo & family,Switzerland,70.86,Finance,Self-Made,First Generation,41,Bachelor’s,No,Low
Zhang Hongwei,Brazil,56.36,Manufacturing,Self-Made,First Generation,51,Dropout,No,Medium
An Kang,UK,6.59,Real Estate,Inherited,Multi-Generational,32,Master’s,No,Medium
Andrej Babis,Japan,55.71,Finance,Inherited,Second Generation,19,None,No,Medium
Shahid Balwa,Switzerland,32.64,Real Estate,Self-Made,First Generation,44,Dropout,No,Medium
Benu Gopal Bangur,USA,21.71,Tech,Self-Made,First Generation,40,Bachelor’s,Yes,Low
Patrick Bowlen & family,Switzerland,66.58,Finance,Self-Made,First Generation,53,Master’s,No,Medium
Douglas Fregin,UK,48.19,Retail,Self-Made,First Generation,48,Bachelor’s,No,Low
Fu Guangming & family,India,36.19,Media,Self-Made,Second Generation,46,Dropout,Yes,Medium
Huang Wen Tsai,Thailand,14.81,Real Estate,Self-Made,Multi-Generational,43,None,Yes,High
Michael Lee-Chin,Thailand,94.88,Energy,Inherited,Second Generation,28,Dropout,No,Medium
Solomon Lew,Saudi Arabia,78.95,Manufacturing,Inherited,Second Generation,28,Master’s,No,Low
Li Zhaohui,UK,49.95,Tech,Self-Made,First Generation,38,Dropout,Yes,Medium
Mian Mohammad Mansha,Japan,21.03,Media,Self-Made,First Generation,43,Bachelor’s,Yes,Medium
Virendra Mhaiskar,India,76.18,Retail,Self-Made,First Generation,32,None,No,Medium
Ajay Piramal,Thailand,38.31,Media,Self-Made,First Generation,42,Master’s,No,Medium
Nicholas Pritzker II,Thailand,14.7,Energy,Self-Made,First Generation,27,Bachelor’s,Yes,Low
G.V. Krishna Reddy,Switzerland,85.47,Media,Self-Made,First Generation,42,Bachelor’s,Yes,High
K. Anji Reddy,Brazil,99.54,Media,Inherited,Second Generation,32,Bachelor’s,No,Low
Marc Rich,Japan,75,Real Estate,Inherited,Multi-Generational,36,None,No,High
Suzan Sabanci Dincer,Brazil,48.66,Media,Inherited,Second Generation,38,Master’s,No,Low
Silvio Scaglia,Japan,35.11,Retail,Self-Made,Second Generation,49,Dropout,No,Medium
Dwight Schar,Saudi Arabia,91.88,Energy,Self-Made,First Generation,43,None,No,Medium
Steven Schonfeld,India,93.38,Media,Self-Made,First Generation,47,Bachelor’s,Yes,High
Nobutoshi Shimamura & family,UK,19.36,Finance,Self-Made,First Generation,48,Bachelor’s,Yes,Low
Chairul Tanjung,Thailand,28.54,Energy,Self-Made,First Generation,42,Dropout,Yes,High
Joyce Raley Teel,Germany,26.87,Tech,Self-Made,First Generation,37,Bachelor’s,No,High
Tiong Hiew King,Japan,15.92,Real Estate,Self-Made,Second Generation,52,PhD,Yes,Medium
Mustafa Latif Topbas,Japan,95.17,Retail,Self-Made,First Generation,50,Master’s,Yes,Medium
Rakesh Wadhawan & family,Germany,20.28,Energy,Inherited,Multi-Generational,19,Master’s,No,Low
Wei Ing-Chou,Japan,41.37,Manufacturing,Self-Made,First Generation,45,Bachelor’s,Yes,Low
Wei Yin-Chun,Japan,82.58,Manufacturing,Self-Made,First Generation,30,Dropout,Yes,Low
Wei Yin-Heng,Brazil,40.11,Media,Self-Made,First Generation,37,Bachelor’s,No,Medium
Wei Ying-chiao,UK,5.15,Real Estate,Self-Made,First Generation,53,Bachelor’s,Yes,Low
Xian Yang,Saudi Arabia,70.4,Real Estate,Self-Made,First Generation,51,Dropout,Yes,Medium
Zegar Charles,Brazil,57.53,Media,Self-Made,Second Generation,32,Bachelor’s,Yes,Low
Berthold & Theo Jr. Albrecht & family,USA,23.65,Tech,Self-Made,Multi-Generational,28,Bachelor’s,No,Low
Maria-Elisabeth & Georg Schaeffler,India,98.49,Finance,Self-Made,First Generation,35,Bachelor’s,No,Low
Li Li & wife,Thailand,45.92,Energy,Inherited,Second Generation,23,Dropout,No,Low
Carlos and Alejandro Bulgheroni,Germany,63.75,Manufacturing,Self-Made,First Generation,26,Bachelor’s,Yes,Medium
Chee Chen Tung & family,USA,74.24,Energy,Self-Made,Multi-Generational,53,Bachelor’s,Yes,Low
Xavier Niel,Germany,44.78,Manufacturing,Self-Made,First Generation,51,PhD,No,High
Lars Larsen,UK,89.23,Finance,Inherited,Multi-Generational,20,None,No,Medium
Daniel Servitje Montull & family,Switzerland,55.02,Retail,Self-Made,First Generation,54,Bachelor’s,Yes,High
Wang Yung-tsai,UK,35.57,Energy,Self-Made,Second Generation,29,Dropout,Yes,Medium
Ana Lucia de Mattos Barretto Villela,Thailand,27.34,Retail,Inherited,Second Generation,32,Bachelor’s,No,Low
Alfredo Egydio Arruda Villela Filho,USA,69.01,Energy,Self-Made,First Generation,25,Bachelor’s,Yes,Low
Dannine Avara,Thailand,64.23,Media,Self-Made,First Generation,39,Bachelor’s,Yes,Low
Scott Duncan,Saudi Arabia,66.05,Energy,Self-Made,Second Generation,33,Master’s,Yes,Low
Milane Frantz,Germany,17.9,Energy,Inherited,Second Generation,27,Dropout,No,Medium
Randa Williams,India,1.57,Energy,Self-Made,Multi-Generational,53,Master’s,Yes,Medium
Andre Esteves,USA,51.39,Energy,Inherited,Multi-Generational,22,Bachelor’s,No,Medium
Li Shuirong,UK,55.21,Tech,Inherited,Second Generation,31,PhD,No,Low
Terrence Pegula,USA,85.25,Energy,Self-Made,Second Generation,47,Bachelor’s,Yes,Medium
David Nahmad & family,Saudi Arabia,88.85,Retail,Self-Made,First Generation,55,PhD,No,Low
Juan Roig,India,49.15,Manufacturing,Self-Made,First Generation,32,Master’s,Yes,Low
Sit Kwong Lam,USA,76.11,Media,Inherited,Multi-Generational,38,Bachelor’s,No,Low
Chen Jianhua,Brazil,16.28,Media,Self-Made,First Generation,41,Bachelor’s,No,Low
Johann Graf,UK,64.42,Energy,Self-Made,First Generation,45,Bachelor’s,No,Medium
Andrei Klyamko,Japan,32.61,Tech,Self-Made,First Generation,51,Bachelor’s,Yes,High
Dustin Moskovitz,Germany,34.12,Tech,Inherited,Second Generation,35,Bachelor’s,No,Low
Vadim Novinsky,Switzerland,17.87,Tech,Self-Made,First Generation,34,Bachelor’s,Yes,Low
Eddie & Sol Zakay,Germany,69.49,Real Estate,Self-Made,Multi-Generational,52,Dropout,No,Medium
Fernando Roberto Moreira Salles,Thailand,40.05,Media,Inherited,Multi-Generational,34,Bachelor’s,No,Medium
Joao Moreira Salles,Switzerland,75.68,Real Estate,Self-Made,First Generation,37,Master’s,Yes,Medium
Pedro Moreira Salles,Saudi Arabia,39.98,Media,Self-Made,First Generation,53,Dropout,No,Low
Walther Moreira Salles Junior,Japan,11.46,Tech,Self-Made,First Generation,31,Master’s,No,High
Rodney Lewis,India,79.26,Media,Inherited,Multi-Generational,18,Bachelor’s,No,Medium
Anatoly Skurov,Thailand,12.58,Tech,Self-Made,Second Generation,47,Bachelor’s,Yes,Low
Eliseo Alexandre Soares dos Santos & family,UK,42.45,Retail,Inherited,Second Generation,24,PhD,No,Low
Jin Sook & Do Won Chang,Saudi Arabia,40.64,Manufacturing,Self-Made,First Generation,33,Dropout,Yes,Low
Andrew Tan,Saudi Arabia,49.26,Retail,Self-Made,Second Generation,55,Master’s,Yes,Low
Sri Prakash Lohia,Saudi Arabia,95.68,Energy,Inherited,Second Generation,37,Bachelor’s,No,Medium
Ziyad Manasir,UK,5.13,Media,Self-Made,First Generation,30,PhD,Yes,Medium
Wong Luen Hei,Saudi Arabia,29.74,Energy,Self-Made,First Generation,44,Dropout,Yes,Medium
Mike Adenuga,Switzerland,97.85,Retail,Inherited,Second Generation,39,Dropout,No,Medium
Kiki Barki,Switzerland,4.66,Energy,Self-Made,Second Generation,43,None,Yes,Low
Edson de Godoy Bueno,Brazil,37.09,Energy,Self-Made,Multi-Generational,43,Master’s,Yes,Medium
Maria de Lourdes Egydio Villela,Germany,78.2,Tech,Self-Made,Second Generation,33,Bachelor’s,Yes,High
Roberto Gonzalez Barrera,UK,54.6,Energy,Inherited,Second Generation,19,Master’s,No,Medium
David Hains,Brazil,81.23,Media,Self-Made,Multi-Generational,35,Master’s,Yes,High
Aloke Lohia,USA,47.91,Media,Inherited,Second Generation,39,Master’s,No,Medium
Kim Jung-Ju,Switzerland,66.51,Energy,Self-Made,Second Generation,55,None,Yes,Low
Valery Kogan,Japan,46.8,Finance,Self-Made,First Generation,27,Bachelor’s,No,High
Ian & Richard Livingstone,Switzerland,99.68,Media,Self-Made,Multi-Generational,28,None,Yes,High
Mohamed Mansour,India,55.37,Tech,Self-Made,First Generation,49,Master’s,No,High
Meng Qingshan & family,Japan,62.76,Energy,Self-Made,First Generation,45,Bachelor’s,Yes,Medium
Dulce Pugliese de Godoy Bueno,Germany,62.83,Real Estate,Self-Made,First Generation,28,Dropout,Yes,High
"Joseph Craft, III. & family",Thailand,87.69,Finance,Self-Made,First Generation,47,Dropout,No,High
Chip Wilson,Saudi Arabia,13.27,Retail,Self-Made,First Generation,40,Bachelor’s,Yes,Medium
Valentin Bukhtoyarov,Brazil,26.27,Media,Inherited,Second Generation,26,Dropout,No,Low
Gong Hongjia & family,USA,74.89,Retail,Self-Made,First Generation,38,Bachelor’s,No,High
Vladimir Melnichenko,Germany,6.04,Real Estate,Self-Made,Second Generation,39,Dropout,Yes,Low
Yasseen Mansour,UK,52.88,Finance,Self-Made,First Generation,46,Dropout,Yes,Low
Youssef Mansour,Switzerland,92.47,Media,Self-Made,Multi-Generational,47,Master’s,Yes,Medium
Alexander Shchukin,Thailand,12.38,Energy,Self-Made,First Generation,47,Bachelor’s,Yes,Medium
Anita Zucker,Thailand,99.19,Real Estate,Inherited,Multi-Generational,34,None,No,Medium
Ayman Asfari,Japan,70.52,Media,Inherited,Second Generation,39,Master’s,No,Low
Christopher Cline,USA,84.11,Retail,Self-Made,First Generation,47,Bachelor’s,Yes,Medium
Huang Yi,UK,69.63,Real Estate,Self-Made,First Generation,31,Dropout,No,Medium
Huang Zelan,Switzerland,29.66,Finance,Inherited,Multi-Generational,19,None,No,Low
Ajay Kalsi,UK,95.46,Tech,Self-Made,First Generation,53,Bachelor’s,Yes,High
Hui Lin Chit,Switzerland,35.86,Real Estate,Inherited,Second Generation,32,Bachelor’s,No,Low
Thomas Kaplan,Switzerland,57.99,Media,Inherited,Multi-Generational,21,Master’s,No,Low
Frank Stronach,Thailand,1.92,Energy,Inherited,Multi-Generational,23,None,No,Medium
Sze Man Bok,USA,69.07,Finance,Self-Made,Second Generation,40,None,Yes,Low
Huang Shaowu,India,84.97,Real Estate,Self-Made,Second Generation,34,Bachelor’s,No,Medium
He Qiaonv & family,Saudi Arabia,57.88,Retail,Self-Made,Multi-Generational,33,Dropout,No,Medium
Eric Lefkofsky,Brazil,39.01,Real Estate,Inherited,Second Generation,38,Bachelor’s,No,Low
Liao Long-Shing,USA,39.69,Tech,Self-Made,Second Generation,36,Bachelor’s,Yes,Low
Suhon Lin,Germany,24.52,Tech,Inherited,Multi-Generational,25,Bachelor’s,No,Low
Ma Xingtian & family,USA,81.74,Media,Self-Made,First Generation,37,None,No,Low
Hans Melchers,Saudi Arabia,73.85,Finance,Self-Made,Second Generation,45,Bachelor’s,Yes,High
Eduardo Saverin,Brazil,22.9,Finance,Inherited,Multi-Generational,20,Master’s,No,Medium
Vadim Moshkovich,Thailand,55.85,Tech,Self-Made,Multi-Generational,26,None,Yes,Low
Sean Parker,Saudi Arabia,38.44,Energy,Self-Made,First Generation,54,None,Yes,Low
Edwin Soeryadjaya,Thailand,83.38,Finance,Self-Made,First Generation,25,Master’s,Yes,Low
Tseng Shin-yi,Thailand,98.2,Tech,Self-Made,Multi-Generational,44,None,No,Low
Christoffel Wiese,Switzerland,89.06,Retail,Self-Made,First Generation,31,Bachelor’s,Yes,Medium
Michael Chiang,Japan,59.34,Media,Self-Made,Multi-Generational,42,Bachelor’s,No,Low
He Xuechu,Thailand,43.66,Tech,Self-Made,First Generation,46,Bachelor’s,Yes,Medium
Yuriy Kosiuk,Switzerland,69.78,Retail,Self-Made,First Generation,40,Dropout,No,Low
Brijmohan Lall Munjal,Germany,83.68,Finance,Self-Made,First Generation,49,Dropout,Yes,Low
Dmitry Mazepin,USA,67.23,Manufacturing,Inherited,Multi-Generational,40,Bachelor’s,No,Low
Paul Ramsay,Brazil,42.27,Tech,Self-Made,Second Generation,27,Bachelor’s,Yes,High
Garibaldi Thohir,UK,77.23,Finance,Self-Made,First Generation,52,PhD,No,High
Zhang Changhong,Switzerland,4.87,Media,Self-Made,Multi-Generational,25,Bachelor’s,Yes,Low
Lina Maria Aguiar,Switzerland,8.16,Manufacturing,Self-Made,First Generation,51,Master’s,Yes,Medium
Han Junliang,Saudi Arabia,45.3,Energy,Inherited,Second Generation,22,Dropout,No,Medium
